Category,Description,Nutrient Data Bank Number,x,y
Waffle,"Waffle, buttermilk, frozen, ready-to-heat, toasted",18933,83.05579,-110.36456
Toaster Pastries,"Toaster Pastries, fruit, frosted (include apples, blueberry, cherry, strawberry)",18938,80.41085,-109.36678
Muffin,"Muffin, blueberry, commercially prepared, low-fat",18940,76.40485,-102.189545
Pie Crust,"Pie Crust, Cookie-type, Graham Cracker, Ready Crust",18942,80.71753,-111.52459
Pie Crust,"Pie Crust, Cookie-type, Chocolate, Ready Crust",18943,80.806175,-110.82189
Crackers,"Crackers, whole-wheat, reduced fat",18949,82.05219,-109.371315
Crackers,"Crackers, wheat, reduced fat",18950,80.64145,-109.23388
Bread,"Bread, pan dulce, sweet yeast bread",18955,79.668304,-107.6528
Garlic bread,"Garlic bread, frozen",18963,79.36829,-106.336914
Cinnamon buns,"Cinnamon buns, frosted (includes honey buns)",18964,79.52349,-111.58284
Crackers,"Crackers, cheese, reduced fat",18965,80.45115,-107.569534
Crackers,"Crackers, saltines, whole wheat (includes multi-grain)",18966,81.33398,-108.56166
Bread,"Bread, white wheat",18967,80.742935,-107.73673
Bagels,"Bagels, wheat",18968,80.6665,-107.33438
Cream puff,"Cream puff, eclair, custard or cream filled, iced",18969,78.18057,-108.373566
Bread,"Bread, potato",18971,81.50378,-108.43275
Bread,"Bread, cheese",18972,81.71555,-112.8131
Focaccia,"Focaccia, Italian flatbread, plain",18973,79.52725,-105.974884
SCHIFF,"SCHIFF,TIGER'S MILK BAR",19000,82.93878,-110.020584
Candies,"Candies, TOBLERONE, milk chocolate with honey and almond nougat",19001,79.02456,-111.44765
Snacks,"Snacks, beef jerky, chopped and formed",19002,82.06755,-102.90684
Snacks,"Snacks, corn-based, extruded, chips, plain",19003,81.956505,-112.55988
Snacks,"Snacks, corn-based, extruded, onion-flavor",19007,81.093346,-111.354355
Snacks,"Snacks, corn-based, extruded, puffs or twists, cheese-flavor",19008,81.84561,-112.640945
Snacks,"Snacks, KRAFT, CORNNUTS, plain",19009,81.66853,-110.57392
Snacks,"Snacks, fruit leather, pieces",19013,74.911804,-97.54199
Snacks,"Snacks, fruit leather, rolls",19014,75.3713,-97.65174
Snacks,"Snacks, granola bars, hard, plain",19015,81.68168,-111.295494
Fruit syrup,Fruit syrup,19018,74.81324,-97.74922
Candies,"Candies, honey-combed, with peanut butter",19025,79.478516,-110.30776
Snacks,"Snacks, granola bars, soft, coated, milk chocolate coating, peanut butter",19026,80.347374,-111.68936
Syrup,"Syrup, fruit flavored",19030,74.8462,-97.490234
Snacks,"Snacks, GENERAL MILLS, CHEX MIX, traditional flavor",19033,80.60353,-108.86129
Snacks,"Snacks, popcorn, air-popped",19034,82.7708,-108.77951
Snacks,"Snacks, popcorn, cakes",19036,81.823845,-108.85702
Snacks,"Snacks, popcorn, caramel-coated, with peanuts",19038,79.435,-108.881645
Snacks,"Snacks, popcorn, caramel-coated, without peanuts",19039,78.54235,-109.056435
Snacks,"Snacks, popcorn, cheese-flavor",19040,81.97783,-112.221794
Snacks,"Snacks, pork skins, plain",19041,81.77058,-96.79309
Snacks,"Snacks, potato chips, barbecue-flavor",19042,81.95712,-111.79224
Snacks,"Snacks, potato chips, made from dried potatoes, reduced fat",19045,82.25483,-112.75829
Snacks,"Snacks, pretzels, hard, plain, salted",19047,80.48403,-107.87586
Snacks,"Snacks, M&M MARS, COMBOS Snacks Cheddar Cheese Pretzel",19049,79.69154,-109.193985
Snacks,"Snacks, tortilla chips, plain, white corn, salted",19056,81.94293,-111.940765
Snacks,"Snacks, tortilla chips, nacho cheese",19057,81.77187,-112.25601
Candies,"Candies, NESTLE, BIT-O'-HONEY Candy Chews",19068,74.801895,-98.155914
Candies,"Candies, NESTLE, BUTTERFINGER Bar",19069,79.00956,-110.262375
Candies,"Candies, butterscotch",19070,74.548416,-96.541954
Candies,"Candies, carob, unsweetened",19071,79.37322,-112.037125
Candies,"Candies, caramels",19074,74.482056,-97.70478
Candies,"Candies, caramels, chocolate-flavor roll",19076,74.72499,-97.839905
Baking chocolate,"Baking chocolate, unsweetened, squares",19078,82.67263,-110.29913
Candies,"Candies, confectioner's coating, yogurt",19079,79.02912,-111.771835
Candies,"Candies, semisweet chocolate",19080,79.79726,-111.47908
Candies,"Candies, sweet chocolate",19081,79.94828,-111.59787
Candies,"Candies, sweet chocolate coated fondant",19083,74.19589,-97.426865
Candies,"Candies, confectioner's coating, butterscotch",19085,78.733574,-111.71904
Candies,"Candies, confectioner's coating, peanut butter",19086,81.05821,-111.31445
Candies,"Candies, white chocolate",19087,79.33993,-111.91412
Ice creams,"Ice creams, vanilla, light",19088,76.61664,-100.9742
Ice creams,"Ice creams, vanilla, rich",19089,76.96575,-102.40417
Ice creams,"Ice creams, vanilla",19095,76.940025,-101.73172
Sherbet,"Sherbet, orange",19097,77.0278,-100.618355
Candies,"Candies, 5TH AVENUE Candy Bar",19098,80.14992,-110.48701
Candies,"Candies, fondant, prepared-from-recipe",19099,74.52419,-96.2675
Candies,"Candies, fudge, chocolate, prepared-from-recipe",19100,74.170906,-97.50799
Candies,"Candies, fudge, chocolate, with nuts, prepared-from-recipe",19101,78.7225,-110.08617
Candies,"Candies, fudge, vanilla, prepared-from-recipe",19103,74.35148,-96.9285
Candies,"Candies, fudge, vanilla with nuts",19104,74.23135,-97.36435
Candies,"Candies, gumdrops, starch jelly pieces",19106,74.84956,-97.41292
Candies,"Candies, hard",19107,74.7888,-97.20452
Candies,"Candies, jellybeans",19108,74.5169,-97.012
Candies,"Candies, KIT KAT Wafer Bar",19109,79.07965,-111.47893
Candies,"Candies, NESTLE, BABY RUTH Bar",19111,78.8047,-110.65206
Ice creams,"Ice creams, chocolate, light",19114,76.78012,-101.308876
Candies,"Candies, MARS SNACKFOOD US, MARS Almond Bar",19115,80.914444,-111.068886
