Category,Description,Nutrient Data Bank Number,x,y
Cereals ready-to-eat,"Cereals ready-to-eat, GENERAL MILLS, Honey Nut CHEX",8057,84.800156,-109.32317
Cereals ready-to-eat,"Cereals ready-to-eat, KELLOGG, KELLOGG'S RAISIN BRAN",8060,83.57311,-109.48989
Cereals ready-to-eat,"Cereals ready-to-eat, POST Raisin Bran Cereal",8061,83.420395,-109.450745
Cereals ready-to-eat,"Cereals ready-to-eat, GENERAL MILLS, Rice CHEX",8064,84.54951,-109.46496
Cereals ready-to-eat,"Cereals ready-to-eat, KELLOGG, KELLOGG'S RICE KRISPIES",8065,84.147995,-110.664825
Cereals ready-to-eat,"Cereals ready-to-eat, QUAKER, QUAKER Puffed Rice",8066,79.724434,-107.53941
Cereals ready-to-eat,"Cereals ready-to-eat, KELLOGG, KELLOGG'S SPECIAL K",8067,84.80335,-110.50031
Cereals ready-to-eat,"Cereals ready-to-eat, KELLOGG, KELLOGG'S CORN POPS",8068,84.86088,-110.11187
Cereals ready-to-eat,"Cereals ready-to-eat, KELLOGG, KELLOGG'S FROSTED FLAKES",8069,84.83091,-110.13983
Cereals ready-to-eat,"Cereals ready-to-eat, KELLOGG, KELLOGG'S HONEY SMACKS",8071,84.637375,-110.3459
Cereals ready-to-eat,"Cereals ready-to-eat, POST, GOLDEN CRISP",8073,84.57837,-110.40115
Cereals ready-to-eat,"Cereals ready-to-eat, RALSTON TASTEEOS",8074,84.0916,-109.79467
Cereals ready-to-eat,"Cereals ready-to-eat, GENERAL MILLS, TRIX",8078,84.69631,-110.09916
Cereals ready-to-eat,"Cereals ready-to-eat, POST, Honey Nut Shredded Wheat",8081,83.72329,-108.992805
Cereals ready-to-eat,"Cereals ready-to-eat, GENERAL MILLS, Wheat CHEX",8082,84.04251,-109.09246
Cereals ready-to-eat,"Cereals ready-to-eat, MALT-O-MEAL, CORN BURSTS",8083,84.67536,-110.06165
Cereals ready-to-eat,"Cereals ready-to-eat, wheat germ, toasted, plain",8084,83.08821,-109.77845
Cereals ready-to-eat,"Cereals ready-to-eat, GENERAL MILLS, Multi-Grain CHEERIOS",8087,84.47446,-109.34402
Cereals ready-to-eat,"Cereals ready-to-eat, GENERAL MILLS, WHEATIES",8089,84.84324,-110.07444
Cereals,"Cereals, corn grits, white, regular and quick, enriched, dry",8090,80.47011,-107.473785
Cereals,"Cereals, QUAKER, corn grits, instant, plain, dry",8092,83.60583,-108.74493
Cereals,"Cereals, CREAM OF RICE, dry",8100,83.46324,-108.55653
Cereals,"Cereals, CREAM OF WHEAT, regular, 10 minute cooking, dry",8102,83.454636,-108.7253
Cereals,"Cereals, CREAM OF WHEAT, instant, dry",8106,84.27134,-110.358665
Cereals,"Cereals, oats, regular and quick, not fortified, dry",8120,82.20037,-109.25159
Cereals,"Cereals, oats, instant, fortified, plain, dry",8122,83.32852,-109.44814
Cereals ready-to-eat,"Cereals ready-to-eat, MALT-O-MEAL, MARSHMALLOW MATEYS",8138,84.62766,-109.313065
Cereals,"Cereals, whole wheat hot natural cereal, dry",8144,82.123665,-108.982155
Cereals ready-to-eat,"Cereals ready-to-eat, QUAKER, QUAKER Puffed Wheat",8146,81.95925,-109.211426
Cereals ready-to-eat,"Cereals ready-to-eat, POST, Shredded Wheat, original big biscuit",8147,82.297585,-108.95814
Cereals ready-to-eat,"Cereals ready-to-eat, POST, Shredded Wheat, original spoon-size",8148,82.22551,-109.11974
Cereals ready-to-eat,"Cereals ready-to-eat, GENERAL MILLS, REESE'S PUFFS",8194,84.48501,-110.18043
Cereals,"Cereals, QUAKER, QUAKER MultiGrain Oatmeal, dry",8200,82.35674,-109.10373
Cereals ready-to-eat,"Cereals ready-to-eat, GENERAL MILLS, OATMEAL CRISP, Crunchy Almond",8202,82.659645,-109.01321
Cereals ready-to-eat,"Cereals ready-to-eat, chocolate-flavored frosted puffed corn",8204,84.446625,-110.40815
Cereals ready-to-eat,"Cereals ready-to-eat, MALT-O-MEAL, COCO-ROOS",8206,84.60257,-109.19699
Cereals ready-to-eat,"Cereals ready-to-eat, QUAKER, HONEY GRAHAM OH!S",8211,83.48487,-109.82114
Cereals ready-to-eat,"Cereals ready-to-eat, QUAKER, Oatmeal Squares",8214,83.76805,-109.35804
Cereals ready-to-eat,"Cereals ready-to-eat, QUAKER, Toasted Multigrain Crisps",8216,83.54128,-109.45643
Cereals ready-to-eat,"Cereals ready-to-eat, QUAKER, QUAKER 100% Natural Granola with Oats, Wheat, Honey, and Raisins",8218,81.906845,-109.652626
Cereals ready-to-eat,"Cereals ready-to-eat, QUAKER, Low Fat 100% Natural Granola with Raisins",8220,81.99798,-109.08645
Cereals ready-to-eat,"Cereals ready-to-eat, GENERAL MILLS, Berry Burst CHEERIOS, Triple Berry",8239,84.56286,-109.861336
Cereals ready-to-eat,"Cereals ready-to-eat, GENERAL MILLS, HONEY NUT CLUSTERS",8243,83.803894,-109.63483
Cereals ready-to-eat,"Cereals ready-to-eat, GENERAL MILLS, FIBER ONE Bran Cereal",8244,83.49464,-108.87794
Cereals ready-to-eat,"Cereals ready-to-eat, KELLOGG, KELLOGG'S CRISPIX",8259,84.60731,-109.62901
Cereals ready-to-eat,"Cereals ready-to-eat, GENERAL MILLS, RAISIN NUT BRAN",8261,83.81284,-109.46069
Cereals ready-to-eat,"Cereals ready-to-eat, GENERAL MILLS, APPLE CINNAMON CHEERIOS",8263,84.79192,-109.76057
Cereals ready-to-eat,"Cereals ready-to-eat, GENERAL MILLS, FROSTED CHEERIOS",8267,84.808815,-109.66694
Cereals ready-to-eat,"Cereals ready-to-eat, GENERAL MILLS, FRANKENBERRY",8268,84.74389,-109.77738
Cereals ready-to-eat,"Cereals ready-to-eat, GENERAL MILLS, COUNT CHOCULA",8270,85.08587,-109.87838
Cereals ready-to-eat,"Cereals ready-to-eat, GENERAL MILLS, COCOA PUFFS",8271,84.702354,-109.81659
Cereals ready-to-eat,"Cereals ready-to-eat, GENERAL MILLS, CINNAMON TOAST CRUNCH",8272,84.80712,-110.10092
Cereals ready-to-eat,"Cereals ready-to-eat, KELLOGG, KELLOGG'S MUESLIX",8286,84.11256,-110.66743
Cereals ready-to-eat,"Cereals ready-to-eat, KELLOGG, KELLOGG'S RICE KRISPIES TREATS Cereal",8288,84.42753,-110.40523
Cereals ready-to-eat,"Cereals ready-to-eat, KELLOGG, KELLOGG'S SMART START Strong Heart Antioxidants Cereal",8318,85.113335,-109.916534
Cereals ready-to-eat,"Cereals ready-to-eat, MALT-O-MEAL, COLOSSAL CRUNCH",8346,84.92829,-109.071266
Cereals ready-to-eat,"Cereals ready-to-eat, MALT-O-MEAL, TOOTIE FRUITIES",8349,84.64313,-109.18109
Cereals ready-to-eat,"Cereals ready-to-eat, KELLOGG, KELLOGG'S MARSHMALLOW FROOT LOOPS",8376,84.47939,-109.461426
Cereals ready-to-eat,"Cereals ready-to-eat, KELLOGG, KELLOGG'S, RAISIN BRAN CRUNCH",8380,83.70842,-109.76771
Cereals ready-to-eat,"Cereals ready-to-eat, KELLOGG, KELLOGG'S SPECIAL K Red Berries",8383,84.38752,-109.99116
Cereals ready-to-eat,"Cereals ready-to-eat, KASHI GOLEAN CRUNCH!",8386,82.31109,-109.40595
Cereals ready-to-eat,"Cereals ready-to-eat, KASHI HEART TO HEART, Honey Toasted Oat",8387,83.62707,-110.65683
Cereals ready-to-eat,"Cereals ready-to-eat, KASHI 7 Whole Grain Puffs",8388,82.33773,-108.91492
Cereals ready-to-eat,"Cereals ready-to-eat, KASHI GOLEAN",8393,82.71378,-108.87638
Cereals ready-to-eat,"Cereals ready-to-eat, MALT-O-MEAL, Frosted Flakes",8409,84.66571,-110.087585
Cereals ready-to-eat,"Cereals ready-to-eat, UNCLE SAM CEREAL",8435,82.654305,-109.409805
Cereals ready-to-eat,"Cereals ready-to-eat, KASHI, ORGANIC PROMISE Autumn Wheat",8462,82.100815,-109.18354
Cereals ready-to-eat,"Cereals ready-to-eat, MALT-O-MEAL, Raisin Bran Cereal",8484,83.36675,-109.454445
Cereals ready-to-eat,"Cereals ready-to-eat, MALT-O-MEAL, CINNAMON TOASTERS",8494,84.74083,-109.22895
Cereals ready-to-eat,"Cereals ready-to-eat, MALT-O-MEAL, Cocoa DYNO-BITES",8495,84.16037,-109.696655
Cereals ready-to-eat,"Cereals ready-to-eat, MALT-O-MEAL, Frosted Mini SPOONERS",8500,83.913704,-109.010635
Cereals ready-to-eat,"Cereals ready-to-eat, MALT-O-MEAL, Fruity DYNO-BITES",8501,84.51672,-110.517845
Milk and cereal bar,Milk and cereal bar,8510,82.87138,-109.92106
Cereals ready-to-eat,"Cereals ready-to-eat, GENERAL MILLS, CHOCOLATE LUCKY CHARMS",8513,84.98976,-109.67627
Cereals ready-to-eat,"Cereals ready-to-eat, KELLOGG, SPECIAL K, Fruit & Yogurt",8531,84.33474,-109.645325
Cereals ready-to-eat,"Cereals ready-to-eat, KELLOGG'S, SPECIAL K Vanilla Almond",8543,84.419365,-109.60778
Cereals ready-to-eat,"Cereals ready-to-eat, POST GREAT GRAINS Cranberry Almond Crunch",8544,83.74997,-109.85371
Rice and Wheat cereal bar,Rice and Wheat cereal bar,8546,83.31419,-109.94474
Cereals ready-to-eat,"Cereals ready-to-eat, QUAKER, Christmas Crunch",8550,84.74184,-109.451805
Cereals ready-to-eat,"Cereals ready-to-eat, KASHI GO LEAN CRUNCH!, Honey Almond Flax",8560,82.09357,-109.72634
Cereals ready-to-eat,"Cereals ready-to-eat, NATURE'S PATH, Organic FLAX PLUS, Pumpkin Granola",8571,81.3287,-110.30733
Cereals ready-to-eat,"Cereals ready-to-eat, GENERAL MILLS, 25% Less Sugar CINNAMON TOAST CRUNCH",8579,84.069855,-109.38709
Cereals ready-to-eat,"Cereals ready-to-eat, GENERAL MILLS, Fruity CHEERIOS",8583,84.87846,-109.979065
Cereals ready-to-eat,"Cereals ready-to-eat, KELLOGG'S SPECIAL K Chocolatey Delight",8584,84.28168,-109.98066
Cereals ready-to-eat,"Cereals ready-to-eat, GENERAL MILLS, CHEERIOS, Banana Nut",8592,84.935905,-109.62593
Cereals ready-to-eat,"Cereals ready-to-eat, GENERAL MILLS, CHEERIOS, Chocolate",8593,85.000145,-109.913795
Cereals ready-to-eat,"Cereals ready-to-eat, GENERAL MILLS, Chocolate CHEX",8594,84.7498,-109.21495
Cereals ready-to-eat,"Cereals ready-to-eat, GENERAL MILLS, Cinnamon CHEX",8595,84.84946,-109.7264
Cereals ready-to-eat,"Cereals ready-to-eat, GENERAL MILLS, FIBER ONE, HONEY CLUSTERS",8598,84.37629,-108.90007
Cereals ready-to-eat,"Cereals ready-to-eat, GENERAL MILLS, FIBER ONE, RAISIN BRAN CLUSTERS",8599,83.57144,-109.03151
Cereals ready-to-eat,"Cereals ready-to-eat, KELLOGG, KELLOGG'S SPECIAL K, Cinnamon Pecan",8602,84.51371,-110.12037
Cereals ready-to-eat,"Cereals ready-to-eat, KELLOGG, KELLOGG'S SPECIAL K Blueberry",8603,84.62929,-109.78702
Cereals ready-to-eat,"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS with vanilla bunches",8633,83.926575,-109.55791
Cereals ready-to-eat,"Cereals ready-to-eat, GENERAL MILLS, Oat Cluster CHEERIOS Crunch",8637,84.70829,-109.83458
Cereals ready-to-eat,"Cereals ready-to-eat, GENERAL MILLS, Honey KIX",8643,84.97896,-109.54787
Cereals ready-to-eat,"Cereals ready-to-eat, NATURE'S PATH, Organic FLAX PLUS flakes",8656,82.10061,-108.78896
Cereals ready-to-eat,"Cereals ready-to-eat, BARBARA'S PUFFINS, original",8657,82.6013,-108.53756
Cereals,"Cereals, oats, instant, fortified, maple and brown sugar, dry",8680,83.91701,-109.70835
Apples,"Apples, raw, with skin (Includes foods for USDA's Food Distribution Program)",9003,79.104935,-101.16539
Apples,"Apples, raw, without skin",9004,79.140625,-100.604195
Apples,"Apples, dried, sulfured, uncooked",9011,74.74913,-98.30883
Apple juice,"Apple juice, canned or bottled, unsweetened, without added ascorbic acid",9016,79.008675,-99.38883
Apple juice,"Apple juice, frozen concentrate, unsweetened, undiluted, without added ascorbic acid",9017,76.01413,-99.79486
Applesauce,"Applesauce, canned, unsweetened, without added ascorbic acid (Includes foods for USDA's Food Distribution Program)",9019,79.17699,-100.16362
Applesauce,"Applesauce, canned, sweetened, without salt",9020,78.2611,-100.60504
Apricots,"Apricots, raw",9021,83.95005,-105.89329
Apricots,"Apricots, canned, water pack, with skin, solids and liquids",9022,84.129875,-105.87268
Apricots,"Apricots, dried, sulfured, uncooked",9032,82.60054,-107.70012
Apricot nectar,"Apricot nectar, canned, with added ascorbic acid",9036,79.89809,-99.78265
Avocados,"Avocados, raw, all commercial varieties",9037,79.417175,-104.07349
Bananas,"Bananas, raw",9040,78.52189,-101.89151
Blackberries,"Blackberries, raw",9042,80.35784,-102.528015
Blackberry juice,"Blackberry juice, canned",9043,79.67213,-99.84468
Cherries,"Cherries, tart, dried, sweetened (Includes foods for USDA's Food Distribution Program)",9044,74.65721,-97.46625
Blackberries,"Blackberries, frozen, unsweetened",9048,79.219246,-102.148094
Blueberries,"Blueberries, raw",9050,79.08326,-101.44623
Blueberries,"Blueberries, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)",9054,79.25947,-101.32342
Breadfruit,"Breadfruit, raw",9059,79.369446,-102.770195
Carambola,"Carambola, (starfruit), raw",9060,80.60664,-101.64945
Cherries,"Cherries, sour, red, canned, water pack, solids and liquids",9064,79.84513,-100.765495
Cherries,"Cherries, sweet, raw",9070,78.65317,-101.08022
Cherries,"Cherries, sweet, canned, water pack, solids and liquids",9071,79.31827,-100.74506
Cranberries,"Cranberries, raw",9078,79.68588,-101.99422
Cranberries,"Cranberries, dried, sweetened (Includes foods for USDA's Food Distribution Program)",9079,74.25369,-97.23821
Cranberry sauce,"Cranberry sauce, canned, sweetened",9081,76.35033,-100.18278
Currants,"Currants, zante, dried",9085,74.51275,-98.39851
Dates,"Dates, deglet noor",9087,74.474464,-98.33588
Figs,"Figs, raw",9089,78.18381,-101.28701
Figs,"Figs, dried, uncooked",9094,81.56167,-108.48559
Fruit cocktail,"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, water pack, solids and liquids",9096,79.56697,-100.431114
Grapefruit,"Grapefruit, raw, pink and red, all areas",9112,83.402824,-104.7846
Grapefruit,"Grapefruit, sections, canned, water pack, solids and liquids",9119,80.01705,-100.10462
Grapefruit juice,"Grapefruit juice, white, canned or bottled, unsweetened",9123,80.62488,-100.163246
Grapefruit juice,"Grapefruit juice, white, frozen concentrate, unsweetened, undiluted",9125,79.03877,-100.96844
Grapefruit juice,"Grapefruit juice, pink or red, with added calcium",9127,79.75001,-99.54266
Grapefruit juice,"Grapefruit juice, white, raw",9128,80.56926,-100.13325
Grape juice,"Grape juice, canned or bottled, unsweetened, with added ascorbic acid",9130,79.21935,-100.16666
Grapes,"Grapes, red or green (European type, such as Thompson seedless), raw",9132,78.19863,-100.731514
Grape juice,"Grape juice, canned or bottled, unsweetened, without added ascorbic acid",9135,78.25651,-100.218544
Guavas,"Guavas, common, raw",9139,83.17516,-104.01986
Guava sauce,"Guava sauce, cooked",9143,83.424255,-103.900505
Kiwifruit,"Kiwifruit, green, raw",9148,81.1986,-101.897896
Kumquats,"Kumquats, raw",9149,80.70196,-102.37291
Lemons,"Lemons, raw, without peel",9150,81.012314,-101.7019
Lemon juice,"Lemon juice, raw",9152,80.727844,-99.77339
Lemon juice from concentrate,"Lemon juice from concentrate, canned or bottled",9153,80.436226,-99.039635
Lemon peel,"Lemon peel, raw",9156,81.08259,-103.606636
Limes,"Limes, raw",9159,80.61562,-101.75597
Lime juice,"Lime juice, raw",9160,80.52972,-99.716125
Lime juice,"Lime juice, canned or bottled, unsweetened",9161,80.07018,-98.52835
Blueberries,"Blueberries, dried, sweetened",9163,74.3721,-97.58552
Litchis,"Litchis, raw",9164,80.8015,-100.87659
Mangos,"Mangos, raw",9176,80.07441,-101.043274
Mango,"Mango, dried, sweetened",9178,74.66115,-97.271286
Melons,"Melons, cantaloupe, raw",9181,84.23765,-106.25462
Melons,"Melons, casaba, raw",9183,80.62172,-101.09857
Melons,"Melons, honeydew, raw",9184,79.9169,-100.923775
Nectarines,"Nectarines, raw",9191,79.65205,-100.292786
Olives,"Olives, ripe, canned (small-extra large)",9193,79.94226,-102.70002
Olives,"Olives, ripe, canned (jumbo-super colossal)",9194,80.9448,-103.256744
Olives,"Olives, pickled, canned or bottled, green",9195,80.71247,-103.174614
Oranges,"Oranges, raw, all commercial varieties",9200,80.53628,-100.99862
Orange juice,"Orange juice, raw (Includes foods for USDA's Food Distribution Program)",9206,80.28851,-100.31727
Orange juice,"Orange juice, canned, unsweetened",9207,80.174095,-100.24037
Orange juice,"Orange juice, chilled, includes from concentrate",9209,80.4063,-100.21537
Orange juice,"Orange juice, chilled, includes from concentrate, with added calcium and vitamin D",9210,79.964554,-99.50064
Orange juice,"Orange juice, chilled, includes from concentrate, with added calcium",9211,79.84985,-99.67004
Orange juice,"Orange juice, frozen concentrate, unsweetened, undiluted, with added calcium",9213,81.51752,-107.66025
Orange juice,"Orange juice, frozen concentrate, unsweetened, undiluted",9214,79.40679,-101.303406
Tangerines,"Tangerines, (mandarin oranges), raw",9218,80.36303,-101.10043
Tangerines,"Tangerines, (mandarin oranges), canned, juice pack",9219,81.08249,-101.34163
Tangerine juice,"Tangerine juice, raw",9221,80.02748,-100.49927
Papayas,"Papayas, raw",9226,82.711975,-103.565254
Papaya nectar,"Papaya nectar, canned",9229,79.589096,-100.725174
Passion-fruit,"Passion-fruit, (granadilla), purple, raw",9231,82.06574,-105.435234
Passion-fruit juice,"Passion-fruit juice, purple, raw",9232,80.09435,-100.44462
Peaches,"Peaches, yellow, raw",9236,79.63461,-100.656296
Peaches,"Peaches, canned, water pack, solids and liquids",9237,79.8267,-99.94242
Peaches,"Peaches, dried, sulfured, uncooked",9246,82.22244,-108.28207
Peach nectar,"Peach nectar, canned, with sucralose, without added ascorbic acid",9251,79.005905,-99.41589
Pears,"Pears, raw",9252,79.09463,-101.52905
Pears,"Pears, canned, water pack, solids and liquids",9253,79.96298,-100.468864
Pears,"Pears, dried, sulfured, uncooked",9259,74.79092,-97.9147
Pear nectar,"Pear nectar, canned, without added ascorbic acid",9262,78.12143,-100.14723
Persimmons,"Persimmons, japanese, raw",9263,81.59116,-102.61895
Pineapple,"Pineapple, raw, all varieties",9266,80.549034,-100.55539
Pineapple,"Pineapple, canned, water pack, solids and liquids",9267,79.85035,-100.54868
Pineapple juice,"Pineapple juice, canned or bottled, unsweetened, without added ascorbic acid",9273,78.99601,-99.93561
Plantains,"Plantains, yellow, raw",9277,84.82996,-105.14089
Plums,"Plums, raw",9279,79.362495,-100.91582
Pomegranates,"Pomegranates, raw",9286,78.72114,-101.83434
Plums,"Plums, dried (prunes), uncooked",9291,81.65063,-108.282745
Prune juice,"Prune juice, canned",9294,78.25525,-100.742195
Raisins,"Raisins, dark, seedless (Includes foods for USDA's Food Distribution Program)",9298,74.52856,-98.119995
Raspberries,"Raspberries, raw",9302,80.382965,-103.07374
Rhubarb,"Rhubarb, raw",9307,82.45633,-105.13709
Strawberries,"Strawberries, raw",9316,81.07744,-101.33967
Strawberries,"Strawberries, canned, heavy syrup pack, solids and liquids",9317,78.07183,-100.71671
Strawberries,"Strawberries, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)",9318,80.899216,-101.47783
Tamarinds,"Tamarinds, raw",9322,81.305374,-108.71537
Watermelon,"Watermelon, raw",9326,83.43753,-103.56485
Maraschino cherries,"Maraschino cherries, canned, drained",9328,76.10085,-99.88671
Pears,"Pears, asian, raw",9340,79.50765,-101.91354
Blueberries,"Blueberries, canned, light syrup, drained",9352,78.07206,-101.03876
Apple juice,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid",9400,80.536224,-100.05882
Pineapple juice,"Pineapple juice, canned or bottled, unsweetened, with added ascorbic acid",9409,80.61309,-100.10701
Candied fruit,Candied fruit,9426,74.42166,-96.757065
Guanabana nectar,"Guanabana nectar, canned",9434,78.71717,-99.78191
Mango nectar,"Mango nectar, canned",9436,79.3128,-99.64246
Pomegranate juice,"Pomegranate juice, bottled",9442,78.81202,-99.90083
Juice,"Juice, apple and grape blend, with added ascorbic acid",9443,79.868034,-99.85363
Orange Pineapple Juice Blend,Orange Pineapple Juice Blend,9452,80.40209,-100.24075
Fruit juice smoothie,"Fruit juice smoothie, NAKED JUICE, GREEN MACHINE",9508,79.08025,-100.448975
Grape juice,"Grape juice, canned or bottled, unsweetened, with added ascorbic acid and calcium",9512,79.30995,-100.02069
Apple juice,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid, calcium, and potassium",9517,80.12257,-99.792496
Guava nectar,"Guava nectar, with sucralose, canned",9519,79.58979,-100.223595
Cranberry juice blend,"Cranberry juice blend, 100% juice, bottled, with added vitamin C and calcium",9522,80.33776,-99.82959
Fruit juice smoothie,"Fruit juice smoothie, NAKED JUICE, strawberry banana",9531,79.03259,-100.35418
Pork,"Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder), separable lean only, raw",10002,83.13987,-100.37125
Pork,"Pork, fresh, composite of trimmed leg, loin, shoulder, and spareribs, (includes cuts to be cured), separable lean and fat, raw",10003,82.30115,-99.55842
Pork,"Pork, fresh, separable fat, cooked",10007,80.79418,-112.761055
Pork,"Pork, fresh, leg (ham), whole, separable lean and fat, cooked, roasted",10009,82.34621,-97.93257
Pork,"Pork, fresh, leg (ham), whole, separable lean only, cooked, roasted",10011,83.022026,-97.42483
Pork,"Pork, fresh, loin, whole, separable lean and fat, raw",10020,82.48163,-99.87076
Pork,"Pork, fresh, loin, whole, separable lean and fat, cooked, roasted",10023,82.423706,-98.913246
Pork,"Pork, fresh, loin, whole, separable lean only, raw",10024,82.86119,-100.24109
Pork,"Pork, fresh, loin, whole, separable lean only, cooked, braised",10025,82.9112,-98.12263
Pork,"Pork, fresh, loin, whole, separable lean only, cooked, roasted",10027,82.72717,-98.82018
Pork,"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, braised",10049,82.942535,-97.869446
Pork,"Pork, fresh, loin, tenderloin, separable lean only, raw",10060,82.96513,-100.623795
Pork,"Pork, fresh, loin, tenderloin, separable lean only, cooked, roasted",10061,83.056496,-99.93395
Pork,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, raw",10062,83.342224,-100.169395
Pork,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, raw",10066,83.54627,-100.18995
Pork,"Pork, fresh, shoulder, whole, separable lean and fat, raw",10070,82.07057,-99.10968
Pork,"Pork, fresh, shoulder, whole, separable lean and fat, cooked, roasted",10071,81.70694,-98.19736
Pork,"Pork, fresh, shoulder, whole, separable lean only, cooked, roasted",10073,82.242874,-97.91539
Pork,"Pork, fresh, shoulder, arm picnic, separable lean and fat, cooked, braised",10075,82.77107,-97.21882
Pork,"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised",10078,83.17342,-97.07499
Pork,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, raw",10080,82.56163,-99.456116
Pork,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, raw",10084,83.05379,-99.84294
Pork,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, cooked, braised",10085,82.71007,-96.92615
Pork,"Pork, fresh, spareribs, separable lean and fat, raw",10088,81.72081,-98.969536
Pork,"Pork, fresh, spareribs, separable lean and fat, cooked, braised",10089,80.750275,-111.86004
Pork,"Pork, fresh, composite of trimmed retail cuts (leg, loin, and shoulder), separable lean only, cooked",10093,82.75043,-98.907875
Pork,"Pork, fresh, variety meats and by-products, chitterlings, cooked, simmered",10099,82.634125,-96.33779
Pork,"Pork, fresh, variety meats and by-products, stomach, raw",10119,83.47238,-95.995346
Pork,"Pork, cured, bacon, unprepared",10123,80.730385,-112.882774
Pork,"Pork, cured, feet, pickled",10132,81.46209,-101.073586
Pork,"Pork, cured, ham, boneless, regular (approximately 11% fat), roasted",10136,82.30709,-101.68157
Pork,"Pork, cured, ham, extra lean (approximately 4% fat), canned, unheated",10137,82.39101,-101.781105
Pork,"Pork, cured, ham, center slice, country-style, separable lean only, raw",10141,82.10433,-101.90762
Pork,"Pork, cured, ham, whole, separable lean only, unheated",10152,82.275024,-102.04874
Pork,"Pork, cured, ham, whole, separable lean only, roasted",10153,82.56054,-101.67096
Pork,"Pork, cured, salt pork, raw",10165,80.803215,-112.9078
Pork,"Pork, cured, shoulder, arm picnic, separable lean and fat, roasted",10168,81.674095,-98.606316
Pork,"Pork, cured, shoulder, arm picnic, separable lean only, roasted",10169,82.527885,-101.38432
Pork,"Pork, fresh, variety meats and by-products, feet, cooked, simmered",10173,82.7508,-96.82453
Pork,"Pork, cured, ham, boneless, extra lean and regular, unheated",10182,82.43274,-101.95297
Pork,"Pork, cured, ham, boneless, extra lean and regular, roasted",10183,82.294395,-101.587105
Pork,"Pork, cured, ham, extra lean and regular, canned, unheated",10184,82.25694,-101.87068
Pork,"Pork, cured, ham, extra lean and regular, canned, roasted",10185,82.476364,-101.56
Pork,"Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder, and spareribs), separable lean and fat, cooked",10188,82.55547,-98.17014
Pork,"Pork, fresh, loin, tenderloin, separable lean and fat, raw",10218,83.07095,-100.481804
Pork,"Pork, fresh, ground, cooked",10220,81.94797,-97.85262
Pork,"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean and fat, cooked",10227,82.39962,-98.800865
Pork,"Pork, cured, bacon, pre-sliced, cooked, pan-fried",10862,80.89856,-111.9343
Pork,"Pork, cured, ham and water product, whole, boneless, separable lean only, heated, roasted",10871,82.22469,-101.80982
Pork,"Pork, cured, ham and water product, whole, boneless, separable lean only, unheated",10872,82.09676,-101.650955
Pork,"Pork, cured, ham -- water added, whole, boneless, separable lean only, heated, roasted",10879,82.57699,-101.57796
Pork,"Pork, cured, ham -- water added, whole, boneless, separable lean only, unheated",10880,82.608185,-101.54211
Pork,"Pork, cured, ham with natural juices, whole, boneless, separable lean only, heated, roasted",10883,82.638336,-101.505775
Pork,"Pork, cured, ham with natural juices, whole, boneless, separable lean only, unheated",10884,82.75904,-101.289505
Pork,"Pork, cured, ham with natural juices, whole, boneless, separable lean and fat, unheated",10900,82.668594,-101.34263
Pork,"Pork, cured, ham and water product, whole, boneless, separable lean and fat, unheated",10905,82.073845,-101.72459
Pork,"Pork, cured, ham -- water added, whole, boneless, separable lean and fat, unheated",10909,82.30008,-101.35431
Pork,"Pork, cured, ham -- water added, whole, boneless, separable lean and fat, heated, roasted",10917,82.38671,-101.558174
Pork,"Pork, cured, ham and water product, whole, boneless, separable lean and fat, heated, roasted",10922,82.09406,-101.665276
Pork,"Pork, cured, ham with natural juices, whole, boneless, separable lean and fat, heated, roasted",10928,82.72417,-101.41607
Pork,"Pork, cured, ham, shank, bone-in, separable lean and fat, heated, roasted",10935,82.7563,-100.388145
Pork,"Pork, fresh, enhanced, loin, tenderloin, separable lean only, raw",10944,83.23152,-100.65896
Pork,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, with added solution, raw",10946,82.94279,-100.17715
Pork,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, raw",10948,83.49369,-100.82415
Pork,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, with added solution, raw",10949,82.89148,-100.33231
Pork,"Pork, fresh, loin, tenderloin, separable lean and fat, with added solution, raw",10951,83.42528,-100.52494
Pork,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat,with added solution, raw",10953,82.8699,-99.69404
